1	2	3	4	5	6	7	8	9	10	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	1	2	3	4	5	6	7	8	9	10
Q0045	0	0	0	0	0	0	0	0	0	0	24	0	27	3	5	6	6	18	8	13	10	5	4	19	13	1	23	1	31	13	0	15	11	9	13	15	11	8	4	5	0	11	0	0	0	1	0	0	0	0	0	15	25	15	11	21	0	3	9	8	4	46	5	2	1	1	0	0	1	0	6	14	0	0	0	0	0	0	0	0	0	22	11	0	7	12	0	56	67	19	1	0	1	0	1	0	0	0	0	0
Q0085	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	5	1	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	2	0	0	0	0	0	3	0	0	3	0	0	0	3	2	0	0	0	0	0	0	0	1	2	0	0	0	3	5	0	0	2	1	0	0	5	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0
Q0105	0	0	0	0	0	0	0	0	0	0	10	2	9	8	27	2	4	4	3	2	6	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	17	1	1	0	4	1	0	0	0	0	2	0	2	0	0	0	4	0	0	35	2	8	0	0	0	6	0	0	0	0	9	1	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	45	19	20	16	0	0	0	0	0	0	0	0	0	0
Q0130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	7	2	0	0	0	0	0	0	2	3	0	8	1	0	1	0	4	0	3	1	0	10	12	0	0	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	1	8	4	0	1	0	8	0	1	0	0	0	2	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	2	1	4	1	3	12
Q0250	0	0	0	0	0	2	42	8	3	0	4	2	1	0	0	1	3	8	4	0	0	1	0	3	5	2	3	0	3	1	1	0	0	0	0	0	7	2	0	3	1	0	5	4	0	3	4	1	0	0	0	0	10	1	0	4	0	6	0	13	17	3	0	0	0	0	1	13	1	0	5	0	0	1	0	1	3	0	0	0	3	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
Q0275	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	23	0	9	7	3	4	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	30	9	5	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YAL003W	0	0	3	0	0	2	1	2	2	0	3	12	26	10	11	5	8	1	5	5	1	0	1	5	3	239	453	617	1686	192	203	22	3	9	0	17	38	29	19	4	18	14	8	1	0	1	30	19	13	29	5	23	13	30	17	21	57	0	2	9	18	2	0	3	26	25	11	5	8	33	18	4	5	1	2	5	1	4	8	43	31	24	0	17	7	23	0	1	3	0	37	32	28	25	21	16	3	0	0	0
YAL012W	0	0	0	0	3	3	15	11	0	0	0	3	0	0	0	3	17	13	4	0	1	1	1	0	0	7	0	1	3	2	0	1	4	0	10	1	0	0	0	7	1	0	1	5	0	1	6	0	5	0	0	0	1	0	3	0	0	0	4	0	6	6	0	0	14	0	0	0	0	0	6	0	3	2	6	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YAL016W	0	0	14	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	6	0	0	4	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	15	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YAL017W	0	0	0	0	11	1	4	0	0	2	1	21	0	0	9	0	2	0	0	1	0	3	1	0	0	1	0	0	0	0	1	3	3	0	3	0	0	0	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YAL035W	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	4	5	3	1	1	1	2	0	0	0	2	2	3	8	38	6	0	0	0	0	0	0	0	0	29	8	3	18	6	0	3	0	5	0	7	0	4	18	9	1	9	16	0	6	27	0	3	0	15	1	4	4	5	5	2	0	8	1	1	9	0	0	0	2	5	1	3	4	0	0	0	0	1	3	2	0	0
YAL038W	3	9	12	5	5	7	7	10	15	1	33	118	55	30	8	49	113	75	92	94	57	43	36	65	26	59	132	73	43	23	71	45	52	25	23	72	72	43	71	67	37	85	43	43	34	92	34	38	32	30	10	36	17	24	26	24	46	83	84	39	82	31	73	32	49	57	48	104	94	71	71	23	97	33	29	62	35	79	38	36	31	45	50	51	75	57	52	73	23	26	22	228	63	144	11	0	0	0	0	0
